movie_id,genre_id
420,15
421,0
421,15
421,11
422,1
422,16
423,11
423,15
423,12
424,11
424,1
424,10
425,3
425,1
425,6
426,2
426,7
427,12
427,6
428,15
428,11
428,12
429,12
429,11
429,0
430,11
430,15
430,12
431,17
431,12
432,1
432,3
432,14
433,4
433,15
434,0
434,16
434,3
435,15
435,12
436,3
436,15
436,4
437,15
437,12
438,12
438,11
438,15
439,15
439,0
439,16
440,0
440,3
441,15
441,0
441,12
442,12
442,15
443,15
443,0
443,11
444,10
444,1
444,14
445,14
445,0
445,12
446,15
446,4
447,12
447,5
448,5
448,1
448,6
449,1
450,0
450,11
450,15
451,11
451,0
451,1
452,4
452,15
453,6
453,12
454,1
454,6
455,12
455,3
455,14
456,16
456,0
457,7
457,12
458,14
458,3
459,15
459,0
459,3
460,12
460,13
460,11
461,1
461,3
462,12
462,16
462,15
463,6
463,15
463,12
464,15
464,13
464,12
465,3
465,1
465,10
466,17
466,12
466,15
467,16
467,0
468,1
468,6
468,5
469,12
469,6
470,14
470,1
470,3
471,11
471,15
471,12
472,15
472,4
473,1
473,11
474,12
474,6
474,3
475,15
475,16
475,4
476,0
476,15
477,0
477,16
477,12
478,16
478,5
478,15
479,1
479,6
480,17
480,6
480,12
481,0
481,11
481,15
482,1
482,6
483,0
483,12
483,15
484,1
484,5
484,12
485,15
485,17
485,0
486,1
487,15
487,0
487,11
488,12
488,1
489,0
489,16
489,15
490,12
490,1
490,6
491,10
491,0
491,1
492,4
492,12
492,15
493,16
493,0
493,15
494,14
494,1
494,3
495,11
495,2
496,6
496,3
497,5
497,6
497,12
498,6
498,12
499,7
499,12
500,12
501,12
501,3
501,0
502,12
502,1
503,15
503,0
503,12
504,11
504,15
504,12
505,12
506,15
506,3
506,0
507,3
507,0
507,15
508,0
508,15
509,6
509,7
509,12
510,15
510,11
510,12
511,12
511,5
511,1
512,3
512,14
512,4
513,1
513,12
513,6
514,0
514,15
514,11
515,12
515,6
516,0
516,3
516,1
517,16
517,3
517,15
518,0
518,16
518,15
519,0
519,12
519,13
520,1
520,8
520,16
521,12
522,3
523,4
523,15
523,11
524,16
524,15
524,0
525,12
525,15
525,11
526,6
526,1
526,12
527,15
527,0
527,16
528,11
528,15
528,0
529,12
529,17
529,13
530,12
530,5
530,13
531,6
531,1
532,12
532,6
533,14
533,12
534,16
534,4
534,15
535,15
535,0
536,0
536,12
536,15
537,15
537,16
537,4
538,6
538,0
538,12
539,15
539,0
540,12
540,13
541,0
541,4
541,15
542,13
542,12
543,0
543,15
544,0
544,14
544,1
545,6
545,12
545,1
546,0
546,3
546,1
547,10
547,12
547,5
548,12
549,12
549,0
549,13
550,0
550,15
551,0
551,15
551,11
552,15
552,4
552,12
553,12
554,12
554,4
555,0
555,15
556,6
556,12
557,1
557,0
557,15
558,4
558,15
559,1
559,12
559,10
560,16
560,0
561,3
561,12
561,0
562,15
562,3
562,12
563,12
563,0
563,15
564,10
564,16
565,12
566,6
566,12
566,7
567,12
567,15
567,13
568,4
568,15
569,15
569,16
569,0
570,12
570,1
570,6
571,1
571,0
571,11
572,12
572,0
572,3
573,6
573,1
573,12
574,10
574,6
574,3
575,0
575,1
575,6
576,0
576,16
576,15
577,12
577,1
577,14
578,12
578,1
579,1
580,1
580,6
581,15
581,16
581,0
582,15
582,11
582,0
583,10
583,6
583,3
584,0
584,15
584,12
585,0
585,16
585,15
586,15
586,11
586,0
587,15
587,11
587,0
588,12
588,15
588,11
589,12
590,13
590,12
590,17
591,15
591,11
591,4
592,6
592,12
593,11
593,0
593,15
594,16
594,15
594,12
595,2
596,12
596,6
596,1
597,12
597,15
598,0
598,12
598,13
599,15
599,16
599,0
600,15
600,0
600,16
601,0
601,16
601,15
602,12
602,15
602,11
603,0
603,16
604,1
604,10
604,3
605,15
605,0
605,4
606,16
606,0
606,15
607,6
607,13
607,12
608,6
608,12
609,12
610,4
610,12
611,15
611,4
611,3
612,15
612,12
613,0
613,10
613,1
614,6
614,12
615,16
615,12
615,0
616,12
616,6
616,1
617,1
617,8
617,17
618,0
618,15
618,12
619,4
619,16
619,6
620,6
620,5
620,12
621,3
621,12
621,0
622,0
622,16
622,3
623,12
623,11
623,1
624,4
624,0
625,3
625,6
625,10
626,14
626,12
626,10
627,12
627,1
628,11
628,6
628,12
629,11
629,12
629,4
630,0
630,15
630,12
631,0
631,15
632,6
632,12
632,13
633,15
633,0
633,12
634,15
634,12
634,0
635,15
635,12
635,16
636,1
636,0
637,12
637,8
637,6
638,15
638,11
638,0
639,1
639,12
640,12
640,6
641,0
641,12
641,16
642,6
642,12
642,1
643,15
643,16
643,0
644,15
644,12
644,16
645,6
645,1
646,12
646,1
646,14
647,4
647,1
647,15
648,1
648,6
649,12
649,6
649,16
650,13
650,12
650,1
651,12
651,6
652,1
652,12
653,5
653,12
653,6
654,12
654,1
654,14
655,15
655,4
655,0
656,4
656,15
656,12
657,3
657,17
657,0
658,16
658,0
658,3
659,6
659,12
660,3
660,0
660,14
661,15
661,0
661,1
662,3
662,15
662,4
663,6
663,12
663,1
664,11
664,1
664,0
665,6
665,12
666,15
666,0
666,12
667,0
667,15
668,12
669,12
669,6
670,3
670,10
670,0
671,12
671,13
671,8
672,15
672,0
673,0
673,15
673,12
674,17
674,15
674,12
675,15
675,6
676,1
676,10
676,16
677,12
677,6
677,1
678,14
678,1
678,3
679,15
679,0
679,11
680,0
680,11
680,15
681,15
681,0
682,12
682,0
682,11
683,12
683,0
683,1
684,15
685,12
685,6
686,0
686,15
686,11
687,15
687,4
688,14
688,10
688,3
689,10
689,12
689,6
690,6
690,12
690,1
691,11
691,12
691,3
692,11
692,15
692,12
693,12
693,6
693,1
694,4
694,15
695,6
695,12
696,17
696,6
696,12
697,15
697,11
697,12
698,15
698,12
699,12
699,15
699,4
700,14
700,12
700,1
701,11
701,15
701,0
702,0
702,15
702,12
703,11
703,12
703,0
704,3
704,0
704,15
705,11
705,0
705,15
706,4
706,1
706,12
707,12
707,5
708,11
708,0
709,1
709,12
709,3
710,15
710,12
710,6
711,1
711,12
712,12
712,6
713,6
713,0
713,15
714,0
714,7
714,12
715,12
715,1
715,6
716,1
716,3
716,14
717,4
718,15
718,4
718,0
719,15
719,11
719,12
720,3
720,15
720,0
721,15
721,12
721,4
722,16
722,10
722,3
723,15
723,4
724,12
724,11
724,15
725,0
725,15
725,11
726,15
726,16
727,15
727,11
727,12
728,15
728,11
728,4
729,0
729,11
729,12
730,4
731,16
731,15
731,0
732,0
732,11
732,15
733,6
733,12
734,11
734,0
734,15
735,3
735,1
735,14
736,8
736,12
737,3
737,10
737,6
738,1
739,0
739,15
739,11
740,12
740,15
741,6
741,1
741,5
742,6
742,12
743,12
744,11
744,15
744,0
745,3
745,10
745,12
746,6
746,12
747,15
747,12
747,6
748,12
748,6
748,3
749,15
749,12
749,3
750,3
750,15
750,16
751,11
751,1
752,1
752,14
752,6
753,12
753,15
753,4
754,15
754,4
754,16
755,1
755,12
755,11
756,15
756,0
756,16
757,14
757,1
757,10
758,2
758,11
758,7
759,4
759,15
760,12
761,12
761,1
761,6
762,12
762,11
762,1
763,1
763,12
763,15
764,3
764,6
764,14
765,12
765,6
765,13
766,3
766,12
766,1
767,2
767,12
768,1
768,3
768,14
769,1
770,0
770,12
771,12
771,1
771,6
772,7
772,12
772,1
773,1
773,3
773,14
774,3
774,6
774,12
775,0
775,4
775,10
776,6
776,12
777,6
777,12
778,12
778,3
778,15
779,12
779,6
780,12
780,1
780,11
781,0
781,15
782,16
782,15
782,12
783,15
783,0
784,3
785,15
785,11
785,12
786,4
786,15
786,11
787,2
787,1
788,2
789,15
790,0
790,14
790,16
791,0
791,1
792,3
792,12
793,12
793,13
794,13
794,1
794,12
795,15
795,12
795,17
796,0
796,15
796,12
797,15
797,12
798,6
798,1
799,1
799,16
800,0
800,15
800,12
801,6
801,13
801,12
802,1
802,5
803,7
803,13
803,12
804,13
804,12
804,17
805,12
805,0
805,16
806,11
806,15
806,12
807,1
807,6
808,13
808,12
808,6
809,15
810,0
810,12
810,1
811,12
811,13
811,15
812,15
812,12
813,15
813,13
813,12
814,12
814,3
814,6
815,1
816,12
816,0
816,15
817,14
817,1
817,4
818,12
819,12
819,1
820,12
821,1
821,0
821,15
822,0
822,14
822,1
823,15
823,0
823,11
824,11
824,15
825,15
825,12
825,2
826,10
826,12
826,3
827,1
827,6
828,16
828,4
828,3
829,12
830,12
830,17
831,12
831,14
832,12
832,1
832,6
833,10
833,3
833,1
834,12
834,6
834,17
835,5
835,12
836,2
837,1
837,0
837,4
838,12
838,10
838,3
839,11
839,12
839,6
840,12
840,14
840,0
841,11
841,1
841,0
842,1
842,3
842,14
843,13
843,12
843,17
844,10
844,3
844,1
845,1
845,0
845,5
846,12
846,1
847,1
847,12
848,12
848,15
848,16
849,15
849,12
849,4
850,15
850,12
851,4
851,15
851,12
852,12
853,6
853,12
854,12
854,7
854,11
855,12
856,0
856,15
856,12
857,10
857,6
857,16
858,4
858,15
859,8
859,12
859,11
860,12
860,1
861,15
861,11
861,12
862,7
862,12
863,1
863,3
863,12
864,12
864,17
865,0
865,12
865,15
866,12
867,11
867,15
867,0
868,12
868,17
868,13
869,0
869,11
869,1
870,0
870,16
870,15
871,12
872,1
872,12
872,6
873,12
873,3
873,16
874,0
874,12
874,15
875,2
876,3
876,6
876,12
877,15
878,2
879,1
879,10
879,14
880,0
880,3
880,1
881,1
882,6
882,12
883,12
884,11
884,12
885,17
885,15
885,0
886,4
886,12
886,3
887,11
887,15
887,12
888,12
888,17
888,6
889,11
889,12
890,0
890,15
890,11
891,1
891,10
891,14
892,1
892,7
892,6
893,4
893,1
893,15
894,15
894,4
894,0
895,15
895,12
895,1
896,12
896,11
896,0
897,13
897,1
897,0
898,12
899,12
899,15
899,0
900,15
901,1
901,0
901,6
902,1
902,0
902,10
903,11
903,6
903,12
904,12
904,16
904,0
905,4
905,15
905,16
906,15
906,4
907,12
907,15
907,4
908,6
908,1
908,12
909,1
909,6
910,4
911,2
912,12
912,1
912,6
913,6
913,12
914,12
914,15
915,15
915,12
915,4
916,1
916,6
916,3
917,6
917,1
918,2
919,6
919,1
919,0
920,15
920,12
920,11
921,4
921,15
921,12
922,12
923,16
923,15
923,0
924,12
924,6
925,15
925,0
925,12
926,14
926,3
926,1
927,15
927,4
927,12
928,15
928,12
928,1
929,15
929,16
929,3
930,0
930,16
930,12
931,1
931,10
931,14
932,3
932,1
933,1
934,15
934,12
935,4
936,2
937,15
937,4
937,12
938,15
938,12
938,0
939,4
939,15
940,1
941,17
941,12
941,1
942,17
942,15
942,12
943,3
943,12
943,1
944,16
944,15
944,3
945,12
945,1
945,15
946,15
946,16
946,0
947,10
947,16
947,12
948,15
948,3
948,4
949,10
949,15
949,4
950,1
951,5
951,2
952,6
952,14
952,1
953,12
953,15
953,0
954,12
955,1
956,1
956,3
956,14
957,3
957,11
957,14
958,1
958,10
958,15
959,15
960,3
960,12
960,4
961,0
961,15
961,12
962,15
962,12
962,11
963,12
963,17
963,13
964,13
964,6
964,12
965,1
965,6
966,17
966,3
966,0
967,6
967,12
967,15
968,0
968,12
968,15
969,5
969,1
970,1
970,3
970,10
971,12
971,5
971,15
972,2
973,6
973,12
973,1
974,14
974,3
974,10
975,11
975,1
975,12
976,1
976,12
977,14
977,0
977,10
978,6
978,3
978,1
979,2
979,7
980,0
980,15
980,16
981,4
981,12
981,15
982,1
982,12
982,15
983,0
983,12
983,15
984,5
984,12
985,16
985,10
985,0
986,12
987,15
987,4
987,3
988,12
988,1
989,1
989,12
989,5
990,4
990,0
990,3
991,6
991,1
992,11
992,3
992,15
993,3
993,1
993,6
994,0
994,15
994,12
995,15
995,12
995,11
996,6
996,1
997,10
997,14
997,1
998,12
998,1
999,3
999,6
999,12
1000,11
1000,1
1000,0
1001,1
1001,6
1002,0
1002,15
1002,12
1003,16
1003,1
1003,10
1004,6
1004,1
1005,0
1005,12
1005,15
1006,4
1006,12
1006,15
1007,11
1007,1
1008,6
1008,1
1009,6
1009,1
1010,3
1010,13
1010,1
1011,15
1011,4
1012,11
1012,6
1012,12
1013,1
1013,12
1014,3
1014,11
1014,15
1015,12
1015,1
1016,0
1016,6
1016,12
1017,12
1018,16
1018,15
1018,11
1019,4
1019,15
1019,2
1020,16
1020,12
1020,6
1021,4
1022,0
1022,15
1022,11
1023,12
1023,11
1024,15
1025,11
1025,1
1025,0
1026,13
1026,2
1026,12
1027,4
1027,15
1027,12
1028,3
1028,12
1028,0
1029,1
1029,0
1029,12
1030,1
1030,12
1030,6
1031,16
1031,15
1031,12
1032,12
1032,0
1032,15
1033,15
1033,12
1034,15
1035,10
1036,11
1036,15
1036,12
1037,12
1037,15
1037,11
1038,16
1038,11
1038,15
1039,1
1039,10
1039,12
1040,3
1040,6
1040,12
1041,15
1041,3
1041,0
1042,1
1042,6
1042,12
1043,3
1043,14
1043,0
1044,0
1044,13
1044,15
1045,13
1045,12
1046,15
1046,4
1046,12
1047,1
1048,10
1048,15
1048,0
1049,0
1049,11
1049,12
1050,12
1050,1
1051,7
1051,2
1051,15
1052,2
1052,5
1053,11
1053,0
1053,15
1054,12
1054,1
1054,6
1055,14
1055,3
1055,6
1056,12
1056,2
1057,12
1058,3
1058,6
1058,12
1059,3
1059,10
1059,0
1060,3
1060,12
1061,4
1061,15
1061,0
1062,12
1062,6
1063,10
1063,14
1063,1
1064,16
1064,3
1064,1
1065,4
1066,3
1066,11
1066,0
1067,12
1067,6
1068,17
1068,1
1068,3
1069,2
1070,12
1071,2
1072,0
1072,16
1072,1
1073,12
1073,0
1073,10
1074,0
1074,11
1074,15
1075,12
1075,6
1076,11
1076,15
1076,12
1077,12
1078,12
1078,15
1078,0
1079,0
1079,1
1079,11
1080,1
1080,7
1080,12
1081,1
1081,12
1082,10
1082,12
1082,17
1083,12
1083,8
1084,12
1084,1
1084,6
1085,16
1085,0
1085,12
1086,3
1086,12
1086,6
1087,15
1087,0
1087,11
1088,3
1088,4
1088,12
1089,5
1089,2
1089,12
1090,15
1090,12
1090,11
1091,15
1091,12
1092,12
1092,1
1093,12
1093,6
1093,14
1094,12
1094,6
1095,3
1095,1
1095,10
1096,12
1097,17
1097,15
1097,0
1098,1
1099,12
1099,15
1100,0
1100,13
1100,12
1101,12
1101,1
1102,15
1102,4
1102,12
1103,10
1103,14
1103,12
1104,12
1104,6
1104,3
1105,15
1105,11
1105,12
1106,12
1106,15
1106,0
1107,0
1107,15
1107,11
1108,1
1108,12
1109,12
1109,1
1110,16
1110,12
1110,0
1111,14
1111,12
1111,6
1112,14
1112,3
1112,1
1113,0
1113,16
1113,11
1114,0
1114,13
1114,12
1115,5
1115,10
1115,6
1116,14
1116,3
1116,0
1117,11
1117,15
1117,0
1118,4
1118,5
1118,15
1119,0
1119,12
1119,15
1120,12
1120,15
1121,1
1121,12
1121,7
1122,11
1122,12
1122,15
1123,4
1123,15
1124,12
1124,6
1125,11
1125,0
1125,15
1126,14
1126,1
1127,6
1127,1
1128,17
1128,12
1128,1
1129,1
1129,6
1130,5
1130,12
1130,1
1131,12
1131,16
1131,15
1132,1
1132,7
1132,6
1133,12
1133,11
1133,4
1134,14
1134,12
1135,12
1135,1
1135,6
1136,12
1137,0
1137,1
1137,10
1138,11
1138,12
1138,15
1139,12
1139,6
1140,0
1140,3
1140,12
1141,1
1141,6
1141,14
1142,4
1142,15
1143,0
1143,6
1143,12
1144,12
1144,4
1145,14
1145,3
1145,0
1146,15
1146,12
1146,4
1147,6
1147,1
1148,12
1149,14
1149,3
1149,1
1150,12
1150,6
1151,1
1151,6
1152,3
1152,15
1152,12
1153,5
1153,1
1154,14
1154,1
1154,3
1155,15
1155,4
1155,11
1156,1
1156,12
1157,11
1157,0
1157,16
1158,1
1158,6
1159,1
1159,4
1160,1
1160,3
1161,12
1161,11
1162,10
1162,1
1162,14
1163,4
1163,15
1164,14
1164,1
1165,12
1165,14
1165,10
1166,0
1166,11
1166,15
1167,12
1167,1
1167,6
1168,1
1168,3
1168,6
1169,15
1169,13
1169,12
1170,15
1170,12
1170,0
1171,12
1171,6
1171,16
1172,1
1173,15
1173,4
1174,2
1175,12
1176,1
1176,12
1177,3
1177,15
1177,0
1178,4
1179,4
1180,12
1180,5
1181,0
1181,3
1181,12
1182,2
1182,5
1182,13
1183,0
1183,15
1183,11
1184,0
1184,11
1184,1
1185,6
1185,12
1186,12
1186,1
1186,3
1187,12
1187,1
1187,11
1188,15
1188,16
1188,3
1189,12
1189,13
1190,12
1190,15
1190,4
1191,1
1191,0
1191,12
1192,3
1192,0
1192,10
1193,12
1193,14
1193,0
1194,6
1194,1
1194,12
1195,15
1195,0
1196,12
1196,10
1196,14
1197,15
1197,17
1197,0
1198,6
1198,12
1198,10
1199,1
1199,14
1200,1
1201,11
1201,15
1201,12
1202,3
1202,0
1202,10
1203,14
1203,6
1203,12
1204,4
1204,15
1204,12
1205,15
1205,11
1205,4
1206,1
1206,6
1206,12
1207,12
1207,15
1207,0
1208,11
1208,12
1209,12
1210,0
1210,15
1211,12
1211,6
1211,3
1212,10
1212,0
1212,3
1213,14
1213,6
1214,1
1214,12
1215,2
1215,1
1216,1
1217,6
1217,12
1217,1
1218,15
1218,0
1218,11
1219,6
1219,12
1220,14
1220,3
1220,0
1221,0
1221,16
1221,15
1222,3
1222,14
1222,12
1223,1
1223,12
1224,12
1224,1
1224,3
1225,3
1226,1
1227,15
1227,11
1227,0
1228,13
1228,11
1228,12
1229,6
1229,1
1230,0
1230,1
1230,3
1231,1
1231,15
1231,6
1232,1
1232,6
1233,12
1233,6
1233,5
1234,12
1235,0
1235,12
1235,13
1236,12
1236,5
1236,1
1237,0
1237,3
1237,12
1238,6
1238,12
1238,1
1239,10
1239,3
1240,0
1240,11
1240,12
1241,15
1241,12
1241,0
1242,16
1242,0
1242,10
1243,1
1243,12
1244,12
1244,2
1245,12
1245,15
1246,12
1246,6
1247,3
1247,15
1247,4
1248,10
1248,16
1248,0
1249,7
1249,2
1250,12
1250,15
1251,15
1252,15
1252,12
1252,11
1253,1
1254,12
1255,15
1255,11
1256,13
1256,11
1256,2
1257,11
1257,12
1258,0
1258,1
1259,6
1259,1
1260,3
1260,15
1260,0
1261,12
1261,3
1262,1
1262,0
1262,16
1263,2
1264,15
1264,12
1264,0
1265,6
1266,8
1266,1
1266,11
1267,12
1267,1
1267,5
1268,1
1268,0
1268,11
1269,1
1269,0
1270,1
1270,11
1270,0
1271,12
1271,15
1272,6
1272,12
1273,4
1273,15
1274,0
1274,1
1275,6
1275,1
1276,13
1276,2
1277,2
1277,17
1278,3
1278,6
1278,1
1279,1
1280,16
1280,1
1280,3
1281,1
1281,11
1282,12
1282,1
1283,3
1283,0
1283,6
1284,15
1284,11
1285,15
1285,12
1285,1
1286,1
1286,3
1286,14
1287,16
1287,0
1287,15
1288,11
1288,12
1288,15
1289,14
1289,10
1289,0
1290,1
1290,6
1291,15
1291,3
1291,16
1292,12
1292,1
1293,12
1294,1
1294,6
1294,12
1295,6
1295,12
1296,13
1296,12
1297,3
1297,14
1297,0
1298,16
1298,12
1298,10
1299,1
1299,4
1299,3
1300,4
1300,12
1300,15
1301,4
1301,12
1301,15
1302,1
1303,12
1303,0
1303,15
1304,1
1305,1
