id,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
54,용쟁호투,Movie,1973,8.3,1시간 42분,액션,범죄,드라마,"Bruce Lee, John Saxon, Jim Kelly, Sek Kin, Ahna Capri, Robert Wall",Robert Clouse,"미국 정보부에서는 헤로인을 밀조하고 인신매매까지 벌이는 한을 체포하기 위해, 소림사 출신의 무술인 리에게 도움을 청한다. 쿵푸학교로 위장된 한의 요새화된 섬에서 3년마다 열리는 무술대회에 출전하게 하는데, 누이동생의 죽음이 한과 관련이 있는 것을 알고 그들을 응징하기로 마음 먹는다. 섬에 도착한 무술인들 중에는 암흑조직에 쫒기는 로퍼와 가라데 선수로 경찰에 쫒기는 흑인 윌리암즈가 있었다. 리는 정보부에서 미리 침투시킨 메이 링과의 접선에 성공하고, 그녀로부터 섬의 여자들이 계속 실종되고 있다는 말을 듣고 야밤에 몰래 정탐을 하기로 계획하는데..."
59,로맨틱 홀리데이,Movie,2006,7.8,2시간 16분,로맨스,코미디,MadeinEurope,"Kate Winslet, Cameron Diaz, Jude Law, Jack Black, Eli Wallach, Edward Burns",Nancy Meyers,"새로운 인생을 위한 크리스마스 여행낯선 곳에서 운명적인 사랑이 시작된다!L.A에서 잘 나가는 영화예고편 제작회사 사장인 아만다(카메론 디아즈)는 아름다운 외모에 넘쳐나는 돈, 화려한 인맥 등 누가 봐도 성공한 여자다.부족할 것 없는 그녀에게도 골칫거리가 있었는데 그건 바로 맘처럼 되지 않는 연애문제.같은 회사에 근무하던 남자친구는 회사의 어린 직원과 바람이 나고, 그녀는 이 모든 상황이 끔찍하기만 하다.영국 전원의 예쁜 오두막집에 .."
60,에이리언: 커버넌트,Movie,2017,7.1,2시간 2분,공포,SF,스릴러,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demián Bichir, Carmen Ejogo",Ridley Scott,2천명의 승객과 12명의 승무원을 실은 커버넌트호는 새로운 행성의 개척과 이주를 위해 항해 중이다. 인공지능 로봇 월터가 홀로 깨어 승무원들의 건강을 관리하던 중 예기치 못한 사고로 선장이 사망하고 승무원들이 깨어난다. 이들은 커버넌트호를 정비하던 중 인근의 행성으로부터 알 수 없는 신호를 감지한다. 여행에 지친 승무원들은 다니엘스의 반대에도 불구하고 행성을 탐사하기로 결정한다. 이들은 정체불명의 생명체에 감염되어 위기에 빠지지만 10년 전 사라졌던 프로메테우스호의 인공지능 로봇 데이비드의 도움을 받아 상황을 모면하는데...
61,신들의 봉우리,Movie,2021,8.2,1시간 35분,스릴러,애니메이션,액션,"Éric Herson-Macarel, Damien Boisseau, Elisabeth Ventura, Lazare Herson-Macarel, Kylian Rehlinger, François Dunoyer",Patrick Imbert,"에베레스트를 처음 정복한 것은 누구인가? 실종된 위대한 산악인과 그가 남긴 진실을 찾아, 한 사진기자의 집요한 추적이 시작된다."
62,아이 필 프리티,Movie,2018,6.7,1시간 50분,로맨스,코미디,,"Amy Schumer, Michelle Williams, Tom Hopper, Rory Scovel",Abby Kohn,"뛰어난 패션센스에 매력적인 성격이지만 통통한 몸매가 불만인 ‘르네’ 하아.. 예뻐지기만 하면 뭐든 다 할 수 있을 것만 같다. 하늘에 온 마음을 담아 간절히 소원을 빌지만 당연히 달라지는 건 1%도 없고. 오늘도 헬스클럽에서 스피닝에 열중하는 ‘르네’! 집중! 또 집중! 난 할 수 있다! 예뻐질 수 있다..!!!
 그러나 과도한 열정은 오히려 독이 되는 법. 미친 듯이 페달을 밟다가 헬스 클럽 바닥에 내동댕이쳐져 머리를 부딪히고... 지끈지끈한 머리, 창피해서 빨개진 얼굴로 겨우 일어났는데 뭔가 이상하다!
 헐, 거울 속의 내가… 좀 예쁘다?! 드디어 소원성취한 ‘르네’의 참을 수 없는 웃음이 터진다!"
63,인터스텔라,Movie,2014,9.4,2시간 49분,드라마,SF,스릴러,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Ellen Burstyn, John Lithgow, Michael Caine",Christopher Nolan,"세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 위해 쿠퍼는 만류하는 딸을 뒤로한 채 우주선에 탑승하는데..."
65,미드 90,Movie,2018,8.1,1시간 26분,드라마,코미디,,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na-kel Smith, Olan Prenatt, Gio Galicia",Jonah Hill,"1990년대 로스앤젤레스, 13살 스티비의 여름은 처음으로 뜨겁고 자유롭다. 그에게는 넘어져도 좋은 스케이트보드, 그리고 함께 일어서는 나쁜 친구들이 있다."
66,서치,Movie,2018,8.3,1시간 42분,스릴러,드라마,,"John Cho, Michelle La, Debra Messing, Joseph Lee, Sara Sohn, Briana McLean",Aneesh Chaganty,"목요일 저녁, 딸 마고에게 걸려온 부재중 전화 3통. 아빠 데이빗은 그 후 연락이 닿지 않는 딸이 실종됐음을 알게된다. 경찰의 조사는 본격적으로 시작되지만 결정적인 단서들이 나오지 않는 가운데, 실종된 날 밤 마고가 향하던 곳이 밝혀지며 새로운 사실들이 발견된다. 사건의 실마리를 찾은 곳은 다름 아닌 딸 마고의 노트북! 구글, 유튜브, 페이스북 등 SNS에서 상상조차하지 못한 딸의 진실이 펼쳐지는데…"
67,레드 노티스,Movie,2021,7.8,1시간 57분,스릴러,액션,코미디,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos, Ivan Mbakop",Rawson Marshall Thurber,"인터폴이 중범죄 피의자를 대상으로 내리는 전 세계적 경보인 레드 노티스. 세계 곳곳에서 지명 수배범을 추적하고 체포하는 것이 그 목적이다. 어느 날 초유의 도난 사건이 발생하고, 그로 인해 FBI 최고의 프로파일러(드웨인 존슨)가 라이벌 관계의 두 범죄자(갤 가돗, 라이언 레이놀즈)와 만나면서 모든 게 엇나가기 시작한다. 늘 한발 앞서 도망치는 사기꾼을 잡기 위해 그들은 어쩔 수 없이 싫어도 이를 악물고 힘을 합쳐야 한다. 이제 무슨 일이 일어날지 그 누구도 장담할 수 없다."
71,위대한 개츠비,Movie,2013,8.1,2시간 23분,로맨스,드라마,,"Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Elizabeth Debicki, Isla Fisher",Baz Luhrmann,"1922년 뉴욕 외곽에서 살고 있는 닉은 호화로운 별장에 살고 있는 이웃 개츠비에게 관심을 갖게 된다. 제1차 세계대전에 참전한 후 옥스포드에서 공부한 적이 있다는 개츠비는 비밀이 가득한 의문의 사나이로, 토요일마다 떠들썩한 파티를 열어 많은 손님을 초대한다. 파티에서 개츠비와 우정을 쌓게 된 닉은 자신의 사촌 데이지와 개츠비가 연인 사이였던 것을 알게 된다. 데이지는 가난한데다 전쟁터에서도 돌아오지 않는 개츠비를 잊은 채 부유한 톰과 결혼한 상태. 하지만 톰은 정비공의 아내와 은밀한 사이였고, 개츠비와 재회하게 된 데이지는 잊혀졌던 사랑의 감정을 되살리는데..."
74,셔터 아일랜드,Movie,2010,9,2시간 18분,스릴러,드라마,,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Emily Mortimer, Michelle Williams, Max von Sydow",Martin Scorsese,"보스턴 셔터아일랜드의 정신병원은 중범죄를 저지른 정신병자를 격리하는 병동으로 탈출 자체가 불가능하다. 하지만 자식 셋을 죽인 혐의를 받고 있는 여인이 이상한 쪽지만을 남긴 채 감쪽같이 사라지는 사건이 발생한다. 연방보안관 테디 다니엘스(레오나르도 디카프리오)는 수사를 위해 동료 척(마크 러팔로)과 함께 셔터아일랜드로 향한다. 테디는 수사를 위해 의사, 간호사, 병원관계자 등을 심문하지만 수사는 전혀 진척되지 않는다. 설상가상 폭풍이 불어 닥쳐 테디와 척은 섬에 고립되게 되고, 그들에게 점점 괴이한 일들이 일어나기 시작하는데..."
75,처음 만나는 자유,Movie,1999,8.1,2시간 7분,드라마,MadeinEurope,,"Winona Ryder, Angelina Jolie, Brittany Murphy, Clea DuVall, Elisabeth Moss, Whoopi Goldberg",James Mangold,"18살 난 수잔나 케이슨은 사회와의 괴리를 느끼고 우울증과 불면증에 시달린다. 어느날 두통 때문에 다량의 수면제를 복용한 그녀는 '자살 미수'로 판정되고 정신병원에 감금된다. 그곳에서 마약과 헤로인 복용으로 끊임없는 방황을 거듭하는 탈출의 귀재 리사를 만나고 그밖에 그녀보다 훨씬 심각한 정신상태에 놓인 소녀들을 만난다. 마음 속에 자기만의 비밀을 품고 있으면서 누구의 말에도 귀 기울이지 않는 수잔나와 리사는 차츰차츰 가까워지고 조금씩 자신의 모습을 드러낸다. 그들은 병원을 함께 탈출하기도 하나 다시 돌아온다. 이렇게 서로에게 없어서는 안되는 존재로 상처를 어루만져주던 두 사람에게 위기가 찾아오는데, 리사는 우연히 수잔나의 일기 속에 있는 또 다른 비밀을 발견한다. 수잔나가 일기에서 정신병원의 친구들에게 대해 솔직히 느낀 바를 적은 글이 문제되어 수잔나와 친구들은 다투게 되는데..."
76,디스트릭트 9,Movie,2009,8.5,1시간 53분,SF,스릴러,액션,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike, Elizabeth Mkandawie, John Sumner",Neill Blomkamp,"남아공 상공에 불시착한 외계인들은 요하네스버그 인근 지역 외계인 수용구역 ‘디스트릭트 9’에 임시 수용된 채 28년 동안 인간의 통제를 받게 된다. 외계인 관리국 MNU는 외계인들로 인해 무법지대로 변해버린 ‘디스트릭트 9’을 강제 철거하기로 결정하고, 프로젝트를 추진하던 중 책임자 비커스가 외계물질에 노출되는 사고를 당한다. 유전자 변이를 일으키면서 외계인으로 변해가는 비커스. 정부는 비커스가 외계 신무기를 가동시킬 수 있는 유일한 인물이라는 것을 알고 비밀리에 그를 추적하기 시작한다. 정부의 감시시스템이 조여오는 가운데, 비커스는 외계인 수용 구역 ‘디스트릭트 9’으로 숨어드는데…"
77,와일드라이프,Movie,2018,7.3,1시간 45분,드라마,,,"Jake Gyllenhaal, Carey Mulligan, Ed Oxenbould, Zoe Colletti, Bill Camp, Travis W Bruyer",Paul Dano,"1960년 미국 몬태나. 14살 소년 ‘조’(에드 옥슨볼드)가 부모와 이사를 온다. 어느 날, 아빠(제이크 질렌할)는 산불 진화 작업을 하러 떠나고 ‘조’는 엄마(캐리 멀리건)와 단둘이 남게 된다. 갑작스러운 변화가 낯선 가족들, 첫 눈이 내리면 모든 게 제자리로 돌아올까?"
79,싱크홀,Movie,2021,8.1,1시간 53분,드라마,,,"Cha Seung-won, Kim Sung-kyun, Lee Kwang-soo, Kim Hye-jun, Nam Da-reum, Kim Hong-pa",Kim Ji-hoon,"서울 입성과 함께 내 집 마련의 꿈을 이룬 가장 동원은 이사 첫날부터 프로 참견러 만수와 사사건건 부딪힌다. 동원은 자가취득을 기념하며 직장 동료들을 집들이에 초대하지만 행복한 단꿈도 잠시, 순식간에 빌라 전체가 땅 속으로 떨어지고 만다. 지하 500m 싱크홀 속으로 떨어진 이들은 과연 무사히 빠져나갈 수 있을까?"
81,세븐틴 어게인,Movie,2009,7.2,1시간 42분,코미디,드라마,판타지,"Zac Efron, Leslie Mann, Matthew Perry, Michelle Trachtenberg, Allison Miller, Thomas Lennon",Burr Steers,중년의 위기에 가까워진 30대 마이크는 ‘다시 태어나기’를 바라고 있다. 그러던 어느 날 눈을 떠보니 다시 17살이 된 자신을 발견하게 되는데...
82,인디아나 존스: 레이더스,Movie,1981,8.9,1시간 55분,액션,,,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey, Wolf Kahler",Steven Spielberg,"1936년 남아메리카. 인디아나 존스(해리슨 포드) 박사는 험난한 밀림 지대를 헤치고 독거미와 온갖 부비트랩을 뚫고서 고대 문명의 동굴에 보관된 보물을 손에 넣는데 성공하지만, 마지막 순간 악덕 고고학자 벨로크(폴 프리먼)에게 빼앗기고 만다. 대학으로 돌아온 인디에게 정보국 사람들이 찾아온다. 정부로부터 성서에 나오는 성궤를 찾으라는 명령을 받는은 인디는 단서를 하나하나 찾아가며 성궤의 행방을 추적해 나간다. 그런데 나치군들도 역시 전쟁에 가지고 나가기만 하면 모든 전쟁에서 승리를 거둘 수 있는 무서운 힘을 지닌 성궤를 찾아나서는데..."
83,인생은 아름다워,Movie,1997,9.3,1시간 56분,코미디,드라마,MadeinEurope,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Amerigo Fontani, Sergio Bini Bustric",Roberto Benigni,"로마에 갓 상경한 시골 총각 귀도는 운명처럼 만난 여인 도라에게 첫눈에 반한다. 넘치는 재치와 유머로 약혼자가 있던 그녀를 사로잡은 귀도는 가정을 꾸리며 분신과도 같은 아들 조수아를 얻는다. 조수아의 다섯 살 생일, 갑작스레 들이닥친 군인들은 귀도와 조수아를 수용소 행 기차에 실어버리고, 소식을 들은 도라 역시 기차에 따라 오른다. 귀도는 아들을 달래기 위해 무자비한 수용소 생활을 단체게임이라 속이고 1,000점을 따는 우승자에게는 진짜 탱크가 주어진다고 말한다. 하루하루가 지나 어느덧 전쟁이 끝났다는 말을 들은 귀도는 조수아를 창고에 숨겨둔 채 아내를 찾아 나서는데..."
84,악인전,Movie,2019,7.9,1시간 50분,범죄,스릴러,액션,"Ma Dong-seok, Kim Moo-yul, Kim Sung-kyu, Choi Min-chul, Heo Dong-won, You Chea-myung",Lee Won-tae,"중부권을 쥐고 흔드는 제우스파 조직의 보스 장동수, 비 내리던 밤 한적한 도로에서 접촉사고를 위장해 접근한 남자에게 불의의 습격을 받는다. 격투 끝에 가까스로 목숨은 건졌지만 조직 보스의 권위와 자존심은 무너지고 만다. 바짝 독이 오른 장동수 앞에 형사 정태석이 나타나 그를 찌른 놈이 연쇄살인범이라며 그날 밤 기억나는 것을 모두 말하라고 한다. 장동수는 얼굴 없는 연쇄살인마와 마주쳐 살아남은 유일한 생존자이자 목격자였다. 자신의 몸에 손 댄 그 놈을 살 떨리게 잡고 싶은 조직의 보스 장동수와 미치도록 범인을 잡고 싶은 강력반 미친개 정태석, 두 사람은 장동수의 조직력과 자본, 정태석의 정보력과 기술력을 이용해 ""K""라 불리는 연쇄살인마를 함께 잡기로 하는데..."
85,감당 불가 크리스마스,Movie,2021,7.2,1시간 27분,코미디,,,"Héctor Bonilla, Benny Ibarra, Jacqueline Bracamontes, Renata Notni, Alex Rose Wiesel, Angélica María",Raúl Martínez,"가족과 해변으로 여행을 떠난 세르반도. 하지만 도착하자마자 한고집하는, 알마의 이모 알리시아와 기 싸움을 시작한다. 모두가 행복해야 할 크리스마스를 위기에 몰아넣으며."
86,하프 브라더스,Movie,2020,7.6,1시간 36분,드라마,코미디,,"Luis Gerardo Méndez, Connor Del Rio, Hayes Hargrove, José Zúñiga, Shira Scott, Catherine Haun",Luke Greenfield,"나에게 형제가 있었다니. 뒤늦게 서로의 존재를 알게 된 두 남자. 이들이 멕시코부터 미국까지, 아버지의 발자취를 따라 길을 떠난다. 극과 극 성격만큼 와일드한 여정이 펼쳐진다!"
87,원스 어폰 어 타임 인… 할리우드,Movie,2019,8.3,2시간 42분,스릴러,드라마,코미디,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch, Margaret Qualley, Timothy Olyphant",Quentin Tarantino,"자유의 바람이 불던 1969년 할리우드, 잊혀져 가는 액션스타 릭 달튼과 그의 스턴트 배우 겸 매니저인 클리프 부스는 과거의 영광을 되찾기 위해 고군분투하지만 새로운 스타들에 밀려 큰 성과를 거두진 못한다. 어느 날 릭의 옆집에 할리우드에서 가장 핫한 로만 폴란스키 감독과 배우 샤론 테이트 부부가 이사 오자 릭은 새로운 기회가 생길 수도 있다고 기뻐하지만 인사조차 나누지 못한다. 형편상 더 이상 함께 일할 수 없게 된 릭과 클리프는 각자의 길을 가기로 하고 릭의 집에서 술을 거나하게 마시던 중 뜻하지 않은 낯선 방문객을 맞이하게 되는데…"
88,마스터 클렌즈,Movie,2018,5.7,1시간 21분,드라마,판타지,공포,"Johnny Galecki, Anna Friel, Anjelica Huston, Kyle Gallner, Oliver Platt, Kevin J. O'Connor",Bobby Miller,"아픈 과거를 씻고 새 인생을 살겠다며 영적 수련회에 참가한 남자. 그런데 특제 주스를 마신 뒤로 이상한 걸 보기 시작한다. 내면의 악마를 끄집어내는 주스라던데, 그럼 저 기괴한 것이 내 속에 있었다는 거야?"
89,노팅 힐,Movie,1999,7.8,2시간 4분,로맨스,코미디,드라마,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans, Emma Chambers",Roger Michell,"윌리엄 태커(휴 그랜트분)는 웨스트 런던의 ‘노팅 힐’에 사는 소심한 남자. 역시 독신의 괴상한 친구 스파이크(리스 아이판스 분)와 함께 살고있는 그는, 노팅힐 시장 한쪽 구석에 위치한 조그마한 여행서적 전문점을 운영하며 살고 있다. 그에게는 미래에 대한 포부나 설계는 사치에 불과하다. 여느 때와 마찬가지로 무미건조한 하루를 보내고 있던 그는 세계적으로 유명한 인기 영화배우 안나 스콧(줄리아 로버츠 분)이 그의 책방 문을 열고 들어와 책을 사고 나가자 잠깐 동안에 일어난 이 엄청난 사건에 어쩔 줄을 모른다."
90,예스맨,Movie,2008,7.6,1시간 44분,로맨스,코미디,,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson",Peyton Reed,인생을 바꾸는 유쾌한 외침 ‘예스’! 은행 대출관련 상담원 칼 앨렌(짐 캐리)은 ‘NO’를 입에 달고 사는 자타공인 ‘노맨(No Man)’. 대출 신청 서류에는 무조건 NO! 클럽 밴드공연 호객행위에도 NO! 친구들의 파티 초대도 역시 NO! ‘NO’로 가득한 다람쥐 쳇바퀴 돌 듯 반복되는 일상이 지루하기만 하다. 하늘이 무너져도 ‘예스’? 하지만 친구의 권유로 ‘인생역전 자립프로그램’에 등록하면서 변화 없이 지루하던 그의 인생은 일대 변혁을 ..
91,올 더 머니,Movie,2017,7.3,2시간 12분,드라마,범죄,스릴러,"Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris, Timothy Hutton, Charlie Plummer",Ridley Scott,"석유 사업으로 세계 최고의 부자가 된 J. 폴 게티의 손자가 유괴되는 사건이 발생한다. 유괴범이 요구한 몸값은 1,700만 달러. 전 세계가 게티 3세의 역대급 몸값 협상에 주목하는 가운데 J. 폴 게티는 단 한 푼도 줄 수 없다고 단언하고, 게일은 아들을 구하기 위해 전직 CIA 요원 플레처와 함께 협상에 나서는데..."
92,찰리와 초콜릿 공장,Movie,2005,7.7,1시간 55분,코미디,판타지,가족,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle",Tim Burton,전 세계 누구에게나 사랑 받는 윌리 웡카 초콜릿 공장. 매일 엄청난 양의 초콜릿을 생산해 세계 각국으로 운반하고 있지만 그 누구도 공장을 드나 드는 사람을 본 적이 없는 비밀의 공간이다. 공장보다 더 신비로운 수수께끼는 공장장인 윌리 웡카(조니 뎁)라는 인물. 소문에 의하면 웡카는 몇 년 동안 공장 밖으로 나가본 적도 없다고 한다. 어느 날 윌리 웡카가 5개의 웡카 초콜릿에 감춰진 행운의 황금티켓을 찾은 어린이 다섯 명에게 자신의 공장을 공개하고 그 모든 제작과정의 비밀을 보여주겠다는 선언을 한다. 이제 전 세계 어린이들은 황금티켓을 찾기 위한 노력을 시작한다.
94,더 길티,Movie,2021,7.2,1시간 31분,스릴러,범죄,드라마,"Jake Gyllenhaal, Ethan Hawke, Riley Keough, Peter Sarsgaard, Christina Vidal, Paul Dano",Antoine Fuqua,"911 전화 교환원으로 좌천된 경찰관. 심각한 위험에 처한 누군가가 전화를 걸어오자, 그녀를 구하기 위한 추적에 매달린다. 수화기 너머의 진실이 밝혀지고 심판의 순간이 올 때까지."
95,점퍼,Movie,2008,6.8,1시간 28분,SF,액션,스릴러,"Hayden Christensen, Jamie Bell, Samuel L. Jackson, Rachel Bilson, Michael Rooker, Diane Lane",Doug Liman,"데이빗 라이스(헤이든 크리스텐슨)는 뉴욕, 도쿄, 로마, 이집트의 스핑크스 등 원하는 곳은 순식간에 이동할 수 있는 능력의 소유자, 일명 점퍼이다. 그는 눈 깜박할 사이에 전 세계 어디든 갈 수 있고 순식간에 몇 억을 손안에 쥘 수도 있다. 17세 때 자신의 능력을 처음 자각한 데이빗은 뉴욕, 도쿄, 로마, 이집트 등 원하는 곳으로 점핑하며 화려한 메트로폴리탄의 삶을 누린다. 하지만 ‘점퍼’를 처단하기 위해 비밀리에 조직된 ‘팔라딘’들에게 추적당하기 시작하면서 곧 위험에 처하게 된다. 데이빗은 다른 점퍼들과 동맹을 맺으며 수 천 년 동안 진행된 ‘점퍼’와 ‘팔라딘’과의 전쟁에 직면하게 된다. 그러던 중 그는 서서히 자신의 과거와 가족의 비밀에 대한 진실을 알아가게 되는데.."
96,레미제라블,Movie,2012,8.2,2시간 38분,드라마,로맨스,역사,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter",Tom Hooper,"빵 한 조각을 훔친 죄로 19년의 감옥살이를 한 장발장(휴 잭맨). 우연히 만난 신부의 손길 아래 구원을 받고 새로운 삶을 결심한다. 정체를 숨기고 마들렌이라는 새 이름으로 가난한 이들을 도우던 장발장은 운명의 여인, 판틴(앤 해서웨이)과 마주치고, 죽음을 눈앞에 둔 판틴은 자신의 유일한 희망인 딸 코제트(아만다 사이프리드)를 장발장에게 부탁한다. 그러나 코제트를 만나기도 전에 경감 자베르(러셀 크로우)는 장발장의 진짜 정체를 알아차리고, 오래된 누명으로 다시 체포된 장발장은 코제트를 찾아 탈옥을 감행하는데..."
97,동주,Movie,2016,7.6,1시간 51분,드라마,,,"Kang Ha-neul, Park Jeong-min, Kim In-woo, Choi Hong-il, Kim Jung-pal, Choi Hee-seo",Lee Joon-ik,"이름도, 언어도, 꿈도, 모든 것이 허락되지 않았던 일제강점기. 한 집에서 태어나고 자란 동갑내기 사촌지간 동주와 몽규. 시인을 꿈꾸는 청년 동주에게 신념을 위해 거침없이 행동하는 청년 몽규는 가장 가까운 벗이면서도, 넘기 힘든 산처럼 느껴진다. 창씨개명을 강요하는 혼란스러운 나라를 떠나 일본 유학 길에 오른 두 사람. 일본으로 건너간 뒤 몽규는 더욱 독립 운동에 매진하게 되고, 절망적인 순간에도 시를 쓰며 시대의 비극을 아파하던 동주와의 갈등은 점점 깊어진다. 어둠의 시대, 평생을 함께 한 친구이자 영원한 라이벌이었던 윤동주와 송몽규의 끝나지 않은 이야기가 지금 시작된다."
98,잭 리처,Movie,2012,7.6,2시간 10분,스릴러,액션,범죄,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog, Jai Courtney",Christopher McQuarrie,"도심 한복판, 6발의 총성과 함께 5명의 시민이 살해되는 사건이 벌어진다. 현장의 모든 증거들이 한 남자를 유일한 용의자로 지목하지만, 그는 자백을 거부한 채 ‘잭 리처를 데려오라’는 메모만을 남긴다. 전직 군 수사관 출신이지만 실제 정체를 아는 이는 누구도 없는 의문의 남자 ‘잭 리처’. 마침내 모습을 드러낸 그는 모든 정황이 완벽해 보이는 사건에 의문을 품고 홀로 진실을 추적하기 위해 나서는데…! 법의 한계를 넘어선 자, ‘잭 리처’ 이제 그의 심판이 시작된다!"
99,아가씨,Movie,2016,8.9,2시간 24분,스릴러,드라마,로맨스,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo, Cho Jin-woong, Kim Hae-sook, Moon So-ri",Park Chan-wook,"어릴 적 부모를 잃고 후견인 이모부의 보호 아래 살아가는 귀족 아가씨에게 백작이 추천한 새로운 하녀가 찾아온다. 이모부의 서재에서 책을 읽는 것이 일상의 전부인 아가씨는 순박해 보이는 하녀에게 조금씩 의지하기 시작한다. 하지만 하녀의 정체는 유명한 여도둑의 딸인 소매치기 고아 소녀 숙희. 막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작의 제안을 받고 아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것. 드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데..."
101,노인을 위한 나라는 없다,Movie,2007,8.7,2시간 2분,스릴러,범죄,드라마,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",Joel Coen,"사막 한 가운데서 사냥을 즐기던 모스는 총격전이 벌어진 듯 출혈이 낭자한 사건 현장을 발견한다. 모스는 물 한 모금을 갈구하는 단 한명의 생존자를 외면한 채 떠나다가 우연히 200만 달러가 들어있는 가방을 발견한다. 횡재를 했지만 물을 달라는 요구를 거절한 게 내심 꺼림칙했던 모스는 새벽녘에 현장을 다시 방문하게 되고, 때마침 마주친 경찰에게 쫓기는 신세가 되고 만다. 여기에 200만 달러가 든 가방을 찾는 살인마 안톤 시거와 보안관 벨이 끼어들면서 이야기는 혼돈과 폭력의 결말로 치달아 간다."
106,핵소 고지,Movie,2016,9.1,2시간 19분,드라마,역사,전쟁,"Andrew Garfield, Sam Worthington, Vince Vaughn, Teresa Palmer, Luke Bracey, Hugo Weaving",Mel Gibson,비폭력주의자인 도스는 전쟁으로부터 조국과 소중한 사람들을 지키기 위해 총을 들지 않아도 되는 의무병으로 육군에 자진 입대한다. 총을 들 수 없다는 이유로 필수 훈련 중 하나인 총기 훈련 마저 거부한 도스는 동료 병사들과 군 전체의 비난과 조롱을 받게 된다. 결국 군사재판까지 받게 되지만 끝까지 자신의 신념을 굽히지 않은 도스에게 군 상부는 오키나와 전투에 총기 없이 의무병으로 참전할 것을 허락하는데…
107,빅 쇼트,Movie,2015,8.3,2시간 11분,코미디,드라마,역사,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Melissa Leo, Hamish Linklater",Adam McKay,"사회성이라곤 없는 캐피털 회사 대표 마이클 버리는 금융시장의 붕괴를 예측하고, 골드만삭스를 찾아가 부동산 폭락에 돈을 걸겠다고 말해 비웃음을 산다. 도이치뱅크의 트레이더인 자레드 베넷은 대형 은행들이 안전자산이라 홍보한 부채담보부증권의 부실을 파악하고 내부 정보를 투자자들에게 흘린다. 펀드매니저 마크 바움은 자레드에게서 제공받은 정보로 대형 은행과 반대되는 투자를 감행한다. 은퇴 뒤 은둔 중인 전직 트레이더 벤 리커트는 눈밝고 대담한 젊은 펀드매니저 찰리와 제이미를 돕는다."
108,그것만이 내 세상,Movie,2018,8.3,2시간 0분,드라마,코미디,가족,"Lee Byung-hun, Youn Yuh-jung, Park Jeong-min, Han Ji-min, Kim Sung-ryung, Choi Ri",Choi Sung-hyun,"한때는 WBC 웰터급 동양 챔피언이었지만 지금은 오갈 데 없어진 한물간 전직 복서 조하. 우연히 17년 만에 헤어진 엄마 인숙과 재회하고, 숙식을 해결하기 위해 따라간 집에서 듣지도 보지도 못했던 뜻밖의 동생 진태와 마주한다. 라면 끓이기, 게임도 최고로 잘하지만 무엇보다 피아노에 천재적 재능을 지닌 서번트증후군 진태. 조하는 입만 열면 ""네~"" 타령인 심상치 않은 동생을 보자 한숨부터 나온다. 하지만 캐나다로 가기 위한 경비를 마련하기 전까지만 꾹 참기로 결심한 조하는 결코 만만치 않은 불편한 동거생활을 하기 시작하는데..."
